numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150003967999?;2015;31/01/2015;;Respondido;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Gostaria de obter todas as informações referentes à manifestação de interessse pra fazer uma operação urbana na área de Santo Antonio, Sao José, Ilha Joana Bezerra recebida pela Prefeitura do Recife em abril de 2013? Incluindo: autoria, teor, andamento, etc;;Resposta no arquivo anexo.;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Respondido;25/02/2015;2015_1666_39_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior;Pesquisador;Jaqueira;Recife;Pernambuco;Brasil;;;
20150004034026?;2015;01/02/2015;;Respondido;SECRETARIA DE SAÚDE;Qual a estimativa de animais da espécies canina e felina em situação de abandono, vivendo de forma errante nas vias e espaços públicos do município do Recife?;;Boa tarde. Enviamos, em anexo, a resposta à solicitação, segundo parecer da Secretaria Executiva de Vigilância em Saúde.;SECRETARIA DE SAÚDE;Respondido;19/02/2015;2015_1647_40_0_R.txt;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Professor;Poco;Recife;Pernambuco;Brasil;;;
20150004121999?;2015;01/02/2015;;Respondido;SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL;Se todos os animais com idade reprodutiva doados nos eventos de adoção de animais da SEDA/RECIFE são castrados?;;RESPOSTA AO PEDIDO DE INFORMAÇÕES / ANEXO ABAIXO;SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL;Respondido;12/02/2015;2015_1631_41_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Professor;Poco;Recife;Pernambuco;Brasil;;;
20150004234026?;2015;01/02/2015;;Respondido;SECRETARIA DE SAÚDE;Qual a capacidade de alojamento de animais (e suas espécias) do Centro de Vigilância Ambiental / CVA da Prefeitura do Recife?;;Boa tarde. Enviamos, em anexo, a resposta à solicitação, segundo parecer da Secretaria Executiva de Vigilância em Saúde.;SECRETARIA DE SAÚDE;Respondido;19/02/2015;2015_1648_42_0_R.txt;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Professor;Poco;Recife;Pernambuco;Brasil;;;
20150004303006?;2015;02/02/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito relação de escolas públicas e privadas que a CTTU percorrerá na campanha educativa sobre trânsito, na operação divulgada em 02.02.15 pela imprensa por motivo da volta às aulas. E relação das principais vias afetadas por aumento de frota neste período.;;Segue anexo.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;26/02/2015;2015_1675_43_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Profissional autônomo;Poco;Recife;Pernambuco;Brasil;;;
20150004460999?;2015;03/02/2015;;Respondido;SECRETARIA DE FINANÇAS;Bom dia,Gostaria de uma copia INTEGRAL Formulario que foi dado entrada dos processos  para pagamento do ITBI. PROCESSO 1582565414 e PROCESSO 15.96241.1.14;20150203_091820150004460.pdf;Prezado Senhor.Solicitamos que o senhor procure o Auditor Anderson Ferraz, no primeiro andar do anexo ao prédio sede da Prefeitura do Recife, para a obtenção das cópias requeridas após o pagamento de taxa de serviço respectiva.Atenciosamente,Waldemir Almeida MoreiraATM matr.: 37.248/7;SECRETARIA DE FINANÇAS;Respondido;10/02/2015;;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Servidor público federal;Imbiribeira;Recife;Pernambuco;Brasil;;;
20150004560040?;2015;03/02/2015;;Respondido;SECRETARIA DE FINANÇAS;Prezadas(os),gostaria de saber se a referida secretaria tem  levantamento da situação dos imóveis da RPA 1 de acordo com sua situação (ultilizados,ociosos,subutilizados,abandonados).;;"Respondido por email em 20/02/2015.""Prezado senhor.Não existe em nosso cadastro as situações de imóveis solicitadas. A única que parece com as solicitadas é imóvel em ruínas.Peço, por gentileza, que mude as opções ou que responda se a variável que temos satisfaz.Atenciosamente,Waldemir Moreira """;SECRETARIA DE FINANÇAS;Respondido;25/02/2015;;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Servidor público estadual;Torre;Recife;Pernambuco;Brasil;;;
20150004603006?;2015;06/02/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito que seja disponibilizado no Portal de Dados Abertos as autuações de multas efetuadas pela CTTU dos anos 2014 e 15. Os dados devem ser disponibilizado com a lei da infração cometida, data, hora e local. Não é necessário informar a placa nem o condutor.;;Prezado Senhor, inicialmente pedimos desculpas pela resposta tardia ao seu pedido, por conta da sua complexidade. Considerando o tamanho do arquivo(110 MB), solicitamos o seu comparecimento na CTTU, com um CD para atender a sua demanda. Atenciosamente.Marlene Petronila / 3355/5311;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;09/04/2015;;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Pesquisador;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150004768050?;2015;08/02/2015;;Respondido;GABINETE DO PREFEITO;Referente a obra de expansão/modernização do Terminal Integrado Joana Bezerra (Obra da Copa).Pesquisa financiada pelo Fundo Brasil de Direitos Humanos, requer detalhes acerca do déficit habitacional no município do Recife.Vide Anexo o detalhamento do pedido!;20150208_233720150004768.txt;resposta no arquivo anexo.;SECRETARIA DE HABITAÇÃO;Respondido;05/03/2015;2015_1694_47_0_R.pdf, 2015_1695_47_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150004848035?;2015;09/02/2015;;Respondido;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Referente a obra de expansão/modernização do Terminal Integrado Joana Bezerra (Obra da Copa).Pesquisa financiada pelo Fundo Brasil de Direitos Humanos, requer detalhes acerca do déficit habitacional no município do Recife.Vide Anexo o detalhamento do pedido!;;resposta no arquivo anexo.;SECRETARIA DE HABITAÇÃO;Respondido;05/03/2015;2015_1696_48_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150004979065?;2015;10/02/2015;;Respondido;SECRETARIA DE SEGURANÇA URBANA;gostaria de saber quantos 32000 tem na guarda municipal. (32000 matricula).;;"Segue resposta do setor responsável, de acordo com quota da Unidade de Informações da Secretaria Executiva de Administração de Pessoal e Relações do Trabalho, ""Informamos que há 14 servidores detentores do cargo de Agente de Segurança Municipal com matrículas compreendidas entre 32000 e 32999.""";SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;27/02/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Médio;Servidor público municipal;Janga;Paulista;Pernambuco;Brasil;;;
20150005068999?;2015;11/02/2015;;Respondido;GABINETE DO PREFEITO;Listagem dos trabalhadores do comercio informal (ambulantes) pela prefeitura que possuem/possuiam ponto de trabalho na Av. Conde da Boa Vista.;20150211_145720150005068.pdf;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;04/08/2016;2015_5384_50_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Mestrado/Doutorado;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150005168999?;2015;11/02/2015;;Respondido;GABINETE DO PREFEITO;Listagem dos trabalhadores do comercio informal (ambulantes) pela prefeitura que possuem/possuiam ponto de trabalho na Av. Conde da Boa Vista.;20150211_145820150005168.pdf;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;04/08/2016;2015_5385_51_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Mestrado/Doutorado;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150005233028?;2015;11/02/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Listagem dos trabalhadores informais (ambulantes) cadastrados pela prefeitura como quem possui/possuia ponto na Av. Conde da Boa Vista.;20150211_151720150005233.pdf;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;04/08/2016;2015_5386_52_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Mestrado/Doutorado;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150005348035?;2015;12/02/2015;;Respondido;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Referente a obra de expansão/modernização do Terminal Integrado Joana Bezerra (Obra da Copa).Pesquisa financiada pelo Fundo Brasil de Direitos Humanos, requer detalhes acerca do déficit habitacional no município do Recife.Vide Anexo o detalhamento do pedido!;20150212_143126720150005348.txt;resposta no arquivo anexo.;SECRETARIA DE HABITAÇÃO;Respondido;05/03/2015;2015_1697_53_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150005462999?;2015;12/02/2015;;Respondido;SECRETARIA DE HABITAÇÃO;Referente a obra de expansão/modernização do Terminal Integrado Joana Bezerra (Obra da Copa).Pesquisa financiada pelo Fundo Brasil de Direitos Humanos, requer detalhes acerca do déficit habitacional no município do Recife.Vide Anexo o detalhamento do pedido!;20150212_143320150005462.txt;resposta no arquivo anexo.;SECRETARIA DE HABITAÇÃO;Respondido;05/03/2015;2015_1698_54_0_R.pdf;;;;;;;;;;;;;;;Não informado;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150005568999?;2015;12/02/2015;;Respondido;GABINETE DO PREFEITO;Referente a lista de ambulantes da Av. Conde da Boa Vista cadastrados pela Prefeitura do Recife.Vide Anexo o detalhamento do pedido!;20150212_154220150005568.txt;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;04/08/2016;2015_5387_55_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150005633999?;2015;12/02/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Referente a lista de ambulantes da Av. Conde da Boa Vista cadastrados pela Prefeitura do Recife.Vide Anexo o detalhamento do pedido!;20150212_154320150005633.txt;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;04/08/2016;2015_5388_56_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150005758999?;2015;12/02/2015;;Respondido;AUTARQUIA DE SANEAMENTO DO RECIFE;"Para fins de pesquisa de um trabalho científico sobre \""Políticas de investimentos em Saneamento\"", qual o valor que a SANEAR teve em seu orçamento no ano de 2014, bem como qual foi a quantia média de valores recebidos a título de convênio federal e estadual?";;A resposta ao pedido de informação segue no arquivo anexo.;AUTARQUIA DE SANEAMENTO DO RECIFE;Respondido;23/02/2015;2015_1654_57_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Profissional liberal;Casa Forte;Recife;Pernambuco;Brasil;;;
20150005820038?;2015;19/02/2015;;Indeferido;SECRETARIA DE EDUCACAO;Em nome do Movimento Infanto/Juvenil de Reivindicação [MIRIM / BRASIL], vimos, por meio desta, solicitar informações sobre a Educação municipal do Recife, para fins de pesquisa e elaboração de projetos.;;O interessado não definiu adequadamente o pedido. Sugerimos abrir pedido de informação definindo adequadamente que tipo de informação deseja sobre educação.;SECRETARIA DE EDUCACAO;Indeferido;19/02/2015;;;;;;;;;;;;;;;;Estudo;M;não informado;não informado;Poco;Recife;Pernambuco;Brasil;;;
20150005968999?;2015;20/02/2015;;Respondido;GABINETE DO PREFEITO;Gostaria de saber qual o montante gasto mensalmente pela PCR com iluminação pública e quanto a empresa arrecada também, mensalmente, com a contribuição de iluminação pública. Obrigado;;Prezado Senhor,1. Montante gasto mensalmente (excento manutenção/expansão) / R$ 2.000.000,00/2. A receita pode ser obtida no portal da PCR/Portal da Transparência/receitas/receitas total/receitas correntes/contribuição para custeio do serviços de iluminação pública;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;03/03/2015;;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Servidor público federal;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150006067999?;2015;21/02/2015;1;Respondido;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Solicito listagem de todos os planos, projetos especiais, operações urbanas, propostas de manifestação de interesse, etc, em vigor ou em estudo/análise, referentes aos bairros Ilha Joana Bezerra, Cabanga, Santo Antônio, São José (Ilha de Antônio Vaz).;;Resposta no arquivo anexo;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Respondido;25/02/2015;2015_1667_60_0_R.pdf;;A resposta recebida refere/se a outro pedido de informação (protocolo N. 201500039679998). Solicito resposta correta. Atenciosamente,;Resposta ao pedido de informação no arquivo anexo.;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Respondido;04/03/2015;2015_1687_60_0_R.pdf;;;;;;;;Pesquisa;F;Ensino Superior;Pesquisador;Jaqueira;Recife;Pernambuco;Brasil;;;
20150006133999?;2015;22/02/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Gostaria de saber se existe algum tipo de projeto de desapropriações, total ou parciais de propriedades privadas, nas rua da Areia e Goianésia no bairro da Tamarineira na cidade Recife/PE.;;PROTOCOLO 201500061339991 De acordo com informação prestada pela Unidade de Gestão de Desapropriação da URB RECIFE, o projeto de pavimentação e drenagem proposto para as referidas vias já se encontra implantado, sem que houvesse necessidade de qualquer indenização de benfeitoria ou desapropriação de imóvel, quer de forma total ou parcial. Para melhor ilustrar o descrito, segue, em anexo, arquivo contendo dados da vistoria realizada no dia 13/03/2015 naquelas ruas.;AUTARQUIA DE URBANIZACAO DO RECIFE;Respondido;19/03/2015;2015_1775_61_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Médio;Servidor público federal;Tamarineira;Recife;Pernambuco;Brasil;;;
20150006233999?;2015;22/02/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Gostaria de obter todos os documentos relacionados as desapropriações de imóveis privados das rua da Areia e Goianésia no bairro da tamarineira na cidade do Recife.;;PROTOCOLO 201500062339995 De acordo com informação prestada pela Unidade de Gestão de Desapropriação da URB RECIFE, apenas as benfeitorias do imóvel nº 29 da rua Goianésia, no bairro da Tamarineira e o fundo de comércio nele existente, foram indenizados, no ano de 1987, conforme documentação em anexo.;AUTARQUIA DE URBANIZACAO DO RECIFE;Respondido;18/03/2015;2015_1774_62_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Médio;Servidor público federal;Tamarineira;Recife;Pernambuco;Brasil;;;
20150006363999?;2015;23/02/2015;;Respondido;AUTARQUIA DE SERVIÇOS URBANOS DO RECIFE;Referente a obra de expansão/modernização do Terminal Integrado Joana Bezerra (Obra da Copa).Pesquisa financiada pelo Fundo Brasil de Direitos Humanos, requer detalhes acerca do déficit habitacional no município do Recife.Vide Anexo o detalhamento do pedido!;20150223_144920150006363.txt;resposta no arquivo anexo.;SECRETARIA DE HABITAÇÃO;Respondido;05/03/2015;2015_1699_63_0_R.pdf;;;;;;;;;;;;;;;Estudo;M;Ensino Superior;Membro de ONG nacional;Casa Forte;Recife;Pernambuco;Brasil;;;
20150006420038?;2015;27/02/2015;;Respondido;SECRETARIA DE EDUCACAO;Em nome do Movimento Infanto/Juvenil de Reivindicação [MIRIM / BRASIL], vimos solicitar informações sobre a Educação do Recife, para fins de pesquisa e elaboração de projetos, tendo em vista oferecer melhor suporte ao ao poder público e à população.;20150227_095820150006420.pdf;resposta ao Pedido nos arquivos anexos.;SECRETARIA DE EDUCACAO;Respondido;18/03/2015;2015_1768_64_0_R.pdf, 2015_1768_64_1_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;não informado;não informado;Poco;Recife;Pernambuco;Brasil;;;
20150006543016?;2015;02/03/2015;;Respondido;SECRETARIA DE CULTURA;Solicito:/ Valor total do Carnaval Multicultural do Recife entre os anos de 2001 e 2008// Valor total referente à infrestrutura para o carnaval do mesmo período// Custo pago às atrações artisticas do mesmo período, assim como custo de cada atração.;;resposta no arquivo anexo.;FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Respondido;23/03/2015;2015_1785_65_0_R.pdf;;;;;;;;;;;;;;;Estudo;M;Mestrado/Doutorado;Estudante;Parnamirim;Recife;Pernambuco;Brasil;;;
20150006606010?;2015;03/03/2015;;Indeferido;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Boa ,tarde sou moradora ,da rua guarulhos n° 1000, em jardim são paulo faz três meses sobre esse protocolo de n ° 21364287, que a EMLUB   informa   que com sete dias vem realiza a limpeza do canal ,mais já se foram , 90 dias e nada da instituição realizar!!!,;;Indeferido por não tratar/se de Pedido de Informação com base na LAI. É uma manifestação que deverá ser encaminhada à Ouvidoria Geral / tel. 08002810040;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Indeferido;04/03/2015;;;;;;;;;;;;;;;;Denúncia;M;Ensino Superior;Servidor público federal;Jardim Sao Paulo;Recife;Pernambuco;Brasil;;;
20150006760004?;2015;03/03/2015;;Respondido;SECRETARIA DE FINANÇAS;BOA TARDE , SOU MORADORA DO  BAIRRO  DE JARDIM SÃO PAULO ,E GOSTARIA DE SABER SOBRE AS OBRAS DO CANAL GUARULHOS POIS ,A OBRA SE ENCONTRA PARADA E SEM PREVISÃO DE INICIO ,POIS NOS DE JARDIM SÃO PAULO ,MERECEMOS RESPEITOS , POR NOSSA COMUNIDADE, E ATENÇÃO !!1;;Segundo nossa Diretoria de Engenharia nos Informou os serviços já foram retomados. Ficamos a sua disposição para dirimir eventuais dúvidas junto aquela Diretoria.;AUTARQUIA DE URBANIZACAO DO RECIFE;Respondido;13/04/2015;;;;;;;;;;;;;;;;Denúncia;M;Ensino Superior;Servidor público federal;Jardim Sao Paulo;Recife;Pernambuco;Brasil;;;
20150006871999?;2015;03/03/2015;;Respondido;SECRETARIA DE PLANEJAMENTO URBANO;BOA TARDE ,  SOU MORADORA  DE JARDIM SÃO PAULO, E GOSTARIA DE INFORMAÇÕES ,SOBRE O CANAL GUARULHOS ,POIS NOS MORADORES ESTAMOS EM UMA  AFLIÇÃO DE MELHORA DE VIDA EM NOSSA COMUNIDADE,ESSA OBRA PARADA E SEM DATA PARA INICIO, NOS MORADORES MERECEMOS RESPEITO!!!;;Segundo informações de nossa Diretoria de Engenharia os serviços já foram retomados. Ficamos a sua disposição para dirimir eventuais dúvidas junto aquela Diretoria.;AUTARQUIA DE URBANIZACAO DO RECIFE;Respondido;13/04/2015;;;;;;;;;;;;;;;;Denúncia;M;Ensino Superior;Servidor público federal;Jardim Sao Paulo;Recife;Pernambuco;Brasil;;;
20150006971999?;2015;05/03/2015;1;Respondido;SECRETARIA DE PLANEJAMENTO URBANO;// Base de dados com informações sobre as ZEIS (variáveis: área, população, domicílios etc.) referente ao ano de 2010 (ou posterior)/// Base espacial em formato sph (shape file) com indicação das ZEIS.;;A PCR dispõe do programa ESIG, onde constam dados sobre o pedido formulado, subsidiados por mais dois sites, os quais não se encontram atualizados: http://www.recife.pe.gov.br/ESIG// http://www.recife.pe.gov.br/pr/secplanejamento/pnud2006//http://www2.recife.pe.gov.br/a/cidade/atlas/metropolitano/;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;23/03/2015;;;Solicito, por favor, indicação do setor responsável pela resposta ao meu pedido para que eu possa realizar uma visita e verificar se existem alternativas para buscar as informações requeridas para pesquisa acadêmica.;"Inicialmente, pedimos desculpas, em nome da SECRETARIA DE MOBILIDADE E CONTROLE URBANO / SEMOC, pelo atraso na análise de seu recurso. A SEMOC informa que detalhes dos dados disponíveis sobre as ZEIS podem ser consultados na URB/Recife, localizada na Av. Oliveira Lima, n° 867, Boa Vista. É necessário agendamento prévio da visita (Sr. Marivaldo / F: 3355.5118).Quanto à base espacial com as ZEIS, consultar o endereço eletrônico: ""http://www.recife.pe.gov.br/ESIG/Downloads/Bases Dados/Arquivo";SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;24/04/2015;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Pesquisador;Poco;Recife;Pernambuco;Brasil;;;
